zip,type,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,latitude,longitude,world_region,country,decommissioned,estimated_population,notes
95135,STANDARD,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.25,-121.67,NA,US,0,17221,
95136,STANDARD,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.27,-121.84,NA,US,0,35078,
95138,STANDARD,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.24,-121.73,NA,US,0,15421,
95139,STANDARD,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.21,-121.75,NA,US,0,5634,
95140,STANDARD,Mount Hamilton,"Mt Hamilton, San Jose",,CA,Santa Clara County,America/Los_Angeles,408,37.36,-121.67,NA,US,0,0,
95141,STANDARD,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.17,-121.75,NA,US,0,0,
95148,STANDARD,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.33,-121.77,NA,US,0,37541,
95150,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.29,-121.91,NA,US,0,1217,
95151,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.29,-121.78,NA,US,0,1597,
95152,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.41,-121.82,NA,US,0,448,
95153,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.24,-121.84,NA,US,0,744,
95154,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.26,-121.91,NA,US,0,491,
95155,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.31,-121.9,NA,US,0,0,
95156,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.35,-121.84,NA,US,0,790,
95157,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.3,-121.97,NA,US,0,597,
95158,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.26,-121.87,NA,US,0,556,
95159,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.31,-121.93,NA,US,0,1393,
95160,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.21,-121.86,NA,US,0,424,
95161,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.38,-121.89,NA,US,0,1275,
95164,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.39,-121.92,NA,US,0,819,
95170,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,650,37.31,-122,NA,US,0,0,
95172,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.33,-121.88,NA,US,0,0,
95173,PO BOX,San Jose,,,CA,Santa Clara County,America/Los_Angeles,408,37.33,-121.89,NA,US,0,833,
95190,UNIQUE,San Jose,,San Jose Mercury News,CA,Santa Clara County,America/Los_Angeles,408,37.37,-121.9,NA,US,0,0,
95191,UNIQUE,San Jose,,A M O R C,CA,Santa Clara County,America/Los_Angeles,408,37.32,-121.91,NA,US,0,0,
95192,UNIQUE,San Jose,,San Jose State University,CA,Santa Clara County,America/Los_Angeles,408,37.34,-121.89,NA,US,0,0,
95193,UNIQUE,San Jose,,I B M,CA,Santa Clara County,America/Los_Angeles,408,37.24,-121.83,NA,US,0,0,
95194,UNIQUE,San Jose,,California Water Service,CA,Santa Clara County,America/Los_Angeles,408,37.34,-121.88,NA,US,0,0,
95196,UNIQUE,San Jose,,San Jose Water Company,CA,Santa Clara County,America/Los_Angeles,408,37.33,-121.89,NA,US,0,0,
95201,PO BOX,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,209,37.9,-121.22,NA,US,0,951,
95202,STANDARD,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,"209,530",37.95,-121.28,NA,US,0,3036,
95203,STANDARD,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,209,37.95,-121.32,NA,US,0,9689,
95204,STANDARD,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,"209,530",37.97,-121.32,NA,US,0,19838,
95205,STANDARD,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,209,37.96,-121.26,NA,US,0,24135,
95206,STANDARD,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,209,37.9,-121.4,NA,US,0,44874,
95207,STANDARD,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,"209,530",38,-121.32,NA,US,0,31668,
95208,PO BOX,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,209,37.95,-121.43,NA,US,0,781,
95209,STANDARD,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,209,38.04,-121.35,NA,US,0,29459,
95210,STANDARD,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,209,38.02,-121.3,NA,US,0,25741,
95211,UNIQUE,Stockton,,"Stkn, Univ Of The Pacific",CA,San Joaquin County,America/Los_Angeles,209,37.98,-121.3,NA,US,0,0,
95212,STANDARD,Stockton,Morada,Stkn,CA,San Joaquin County,America/Los_Angeles,"209,510",38.04,-121.2,NA,US,0,18519,
95213,PO BOX,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,209,37.95,-121.43,NA,US,0,899,
95215,STANDARD,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,209,37.95,-121.12,NA,US,0,15614,
95219,STANDARD,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,209,38.01,-121.38,NA,US,0,21236,
95220,STANDARD,Acampo,,,CA,San Joaquin County,America/Los_Angeles,209,38.19,-121.25,NA,US,0,5450,
95227,PO BOX,Clements,,,CA,San Joaquin County,America/Los_Angeles,209,38.21,-121.03,NA,US,0,888,
95231,STANDARD,French Camp,,,CA,San Joaquin County,America/Los_Angeles,209,37.86,-121.29,NA,US,0,3106,
95234,PO BOX,Holt,,,CA,San Joaquin County,America/Los_Angeles,209,37.93,-121.42,NA,US,0,0,
95236,STANDARD,Linden,,,CA,San Joaquin County,America/Los_Angeles,209,38.05,-121.03,NA,US,0,4764,
95237,STANDARD,Lockeford,,,CA,San Joaquin County,America/Los_Angeles,209,38.17,-121.13,NA,US,0,3187,
95240,STANDARD,Lodi,,,CA,San Joaquin County,America/Los_Angeles,209,38.11,-121.16,NA,US,0,30585,
95241,PO BOX,Lodi,,,CA,San Joaquin County,America/Los_Angeles,209,38.15,-121.3,NA,US,0,2197,
95242,STANDARD,Lodi,,,CA,San Joaquin County,America/Los_Angeles,209,38.13,-121.39,NA,US,0,20643,
95253,PO BOX,Victor,,,CA,San Joaquin County,America/Los_Angeles,209,38.14,-121.2,NA,US,0,741,
95258,STANDARD,Woodbridge,,,CA,San Joaquin County,America/Los_Angeles,209,38.16,-121.29,NA,US,0,4461,
95267,PO BOX,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,209,38,-121.31,NA,US,0,723,
95269,PO BOX,Stockton,,Stkn,CA,San Joaquin County,America/Los_Angeles,209,38.01,-121.32,NA,US,0,1714,
95296,UNIQUE,Stockton,Lyoth,Defense Dist Region,CA,San Joaquin County,America/Los_Angeles,209,38.02,-121.3,NA,US,0,0,
95297,UNIQUE,Stockton,,Stockton Brm Zip,CA,San Joaquin County,America/Los_Angeles,209,37.96,-121.3,NA,US,0,0,
95304,STANDARD,Tracy,Banta,,CA,San Joaquin County,America/Los_Angeles,"925,209,805",37.69,-121.39,NA,US,0,8986,
95320,STANDARD,Escalon,,,CA,San Joaquin County,America/Los_Angeles,209,37.83,-121.03,NA,US,0,10192,
95330,STANDARD,Lathrop,,,CA,San Joaquin County,America/Los_Angeles,209,37.82,-121.29,NA,US,0,13248,
95336,STANDARD,Manteca,,,CA,San Joaquin County,America/Los_Angeles,209,37.83,-121.18,NA,US,0,33056,
95337,STANDARD,Manteca,,,CA,San Joaquin County,America/Los_Angeles,209,37.73,-121.24,NA,US,0,22663,
95366,STANDARD,Ripon,,,CA,San Joaquin County,America/Los_Angeles,209,37.75,-121.12,NA,US,0,13598,
95376,STANDARD,Tracy,,,CA,San Joaquin County,America/Los_Angeles,"209,510",37.73,-121.42,NA,US,0,38068,
95377,STANDARD,Tracy,,,CA,San Joaquin County,America/Los_Angeles,"510,209",37.62,-121.45,NA,US,0,23164,
95378,PO BOX,Tracy,,,CA,San Joaquin County,America/Los_Angeles,209,37.8,-121.55,NA,US,0,1002,
95391,STANDARD,Tracy,"Mountain House, Mtn House",,CA,San Joaquin County,America/Los_Angeles,209,37.76,-121.63,NA,US,0,7031,
95401,STANDARD,Santa Rosa,,,CA,Sonoma County,America/Los_Angeles,707,38.44,-122.78,NA,US,0,26704,
95402,PO BOX,Santa Rosa,,,CA,Sonoma County,America/Los_Angeles,707,38.47,-122.6,NA,US,0,3300,
95403,STANDARD,Santa Rosa,Larkfield,,CA,Sonoma County,America/Los_Angeles,"707,408",38.5,-122.76,NA,US,0,33257,
95404,STANDARD,Santa Rosa,,,CA,Sonoma County,America/Los_Angeles,707,38.45,-122.68,NA,US,0,29799,
95405,STANDARD,Santa Rosa,,,CA,Sonoma County,America/Los_Angeles,707,38.43,-122.67,NA,US,0,18155,
95406,PO BOX,Santa Rosa,,,CA,Sonoma County,America/Los_Angeles,707,38.45,-122.72,NA,US,0,849,
95407,STANDARD,Santa Rosa,,Roseland,CA,Sonoma County,America/Los_Angeles,707,38.39,-122.75,NA,US,0,26764,
95409,STANDARD,Santa Rosa,Kenwood,,CA,Sonoma County,America/Los_Angeles,707,38.45,-122.59,NA,US,0,21790,
95412,STANDARD,Annapolis,,,CA,Sonoma County,America/Los_Angeles,707,38.71,-123.33,NA,US,0,0,
95416,PO BOX,Boyes Hot Springs,Boyes Hot Spg,"B H Springs, Boyes Springs, Fetters Hot Springs",CA,Sonoma County,America/Los_Angeles,707,38.31,-122.48,NA,US,0,2731,
95419,PO BOX,Camp Meeker,,,CA,Sonoma County,America/Los_Angeles,707,38.42,-122.95,NA,US,0,0,
95421,STANDARD,Cazadero,,,CA,Sonoma County,America/Los_Angeles,707,38.56,-123.2,NA,US,0,1034,
95425,STANDARD,Cloverdale,,"Asti, The Geysers",CA,Sonoma County,America/Los_Angeles,707,38.78,-122.92,NA,US,0,8841,
95430,PO BOX,Duncans Mills,,,CA,Sonoma County,America/Los_Angeles,707,38.44,-123.05,NA,US,0,0,
95431,PO BOX,Eldridge,,,CA,Sonoma County,America/Los_Angeles,707,38.34,-122.51,NA,US,0,0,
95433,PO BOX,El Verano,,,CA,Sonoma County,America/Los_Angeles,707,38.29,-122.48,NA,US,0,873,
95436,STANDARD,Forestville,,,CA,Sonoma County,America/Los_Angeles,"707,415",38.48,-122.9,NA,US,0,4585,
95439,STANDARD,Fulton,,,CA,Sonoma County,America/Los_Angeles,707,38.49,-122.77,NA,US,0,838,
95441,STANDARD,Geyserville,,,CA,Sonoma County,America/Los_Angeles,707,38.74,-123.13,NA,US,0,2362,
95442,STANDARD,Glen Ellen,,,CA,Sonoma County,America/Los_Angeles,707,38.38,-122.52,NA,US,0,2862,
95444,STANDARD,Graton,,,CA,Sonoma County,America/Los_Angeles,707,38.43,-122.86,NA,US,0,1154,
95446,STANDARD,Guerneville,,Guernewood,CA,Sonoma County,America/Los_Angeles,707,38.52,-123.01,NA,US,0,3558,
95448,STANDARD,Healdsburg,,,CA,Sonoma County,America/Los_Angeles,707,38.63,-122.89,NA,US,0,14838,
95450,STANDARD,Jenner,,Fort Ross,CA,Sonoma County,America/Los_Angeles,707,38.51,-123.21,NA,US,0,0,
95452,STANDARD,Kenwood,,,CA,Sonoma County,America/Los_Angeles,707,38.42,-122.54,NA,US,0,1581,
95462,STANDARD,Monte Rio,"Russian River, Russian River Mdws",,CA,Sonoma County,America/Los_Angeles,707,38.45,-123.01,NA,US,0,836,
95465,STANDARD,Occidental,,,CA,Sonoma County,America/Los_Angeles,707,38.41,-123.01,NA,US,0,1774,
95471,PO BOX,Rio Nido,,,CA,Sonoma County,America/Los_Angeles,707,38.52,-122.97,NA,US,0,0,
95472,STANDARD,Sebastopol,Freestone,,CA,Sonoma County,America/Los_Angeles,707,38.4,-122.86,NA,US,0,21680,
95473,PO BOX,Sebastopol,,,CA,Sonoma County,America/Los_Angeles,707,38.4,-122.82,NA,US,0,1470,
95476,STANDARD,Sonoma,,"Agua Caliente, Schellville",CA,Sonoma County,America/Los_Angeles,707,38.24,-122.46,NA,US,0,24893,
95480,STANDARD,Stewarts Point,Stewarts Pt,Stewarts Point Rancheria,CA,Sonoma County,America/Los_Angeles,707,38.64,-123.37,NA,US,0,0,
95486,PO BOX,Villa Grande,,Sheridan,CA,Sonoma County,America/Los_Angeles,707,38.47,-123.03,NA,US,0,0,
95487,PO BOX,Vineburg,,,CA,Sonoma County,America/Los_Angeles,707,38.25,-122.45,NA,US,0,470,
95492,STANDARD,Windsor,,,CA,Sonoma County,America/Los_Angeles,707,38.53,-122.81,NA,US,0,23814,
95497,PO BOX,The Sea Ranch,,,CA,Sonoma County,America/Los_Angeles,707,38.7,-123.44,NA,US,0,411,
95620,STANDARD,Dixon,Liberty Farms,,CA,Solano County,America/Los_Angeles,"530,707,916",38.39,-121.81,NA,US,0,16600,
95625,PO BOX,Elmira,,,CA,Solano County,America/Los_Angeles,707,38.35,-121.9,NA,US,0,0,
95686,PO BOX,Thornton,,,CA,San Joaquin County,America/Los_Angeles,209,38.17,-121.52,NA,US,0,922,
95687,STANDARD,Vacaville,,,CA,Solano County,America/Los_Angeles,707,38.35,-121.93,NA,US,0,45910,
95688,STANDARD,Vacaville,,Allendale,CA,Solano County,America/Los_Angeles,"707,916",38.41,-122.01,NA,US,0,28085,
95696,PO BOX,Vacaville,,,CA,Solano County,America/Los_Angeles,"707,925",38.31,-121.92,NA,US,0,2007,
