ZIP, City, County, State, Year_1996, Year_1997, Year_1998, Year_1999, Year_2000, Year_2001, Year_2002, Year_2003, Year_2004, Year_2005, Year_2006, Year_2007, Year_2008, Year_2009, Year_2010, Year_2011, Year_2012, Year_2013, Year_2014, Year_2015
94122, San Francisco, San Francisco, CA, 275527.78, 304645.83, 339270.83, 379404.17, 482241.67, 528041.67, 558333.33, 607054.17, 710175.00, 793750.00, 790291.67, 827520.83, 798375.00, 749546.76, 691745.00, 672589.57, 708328.61, 848377.73, 931640.07, 1100823.53
94121, San Francisco, San Francisco, CA, 312764.85, 331837.50, 381441.64, 442712.86, 567909.30, 616510.26, 635916.62, 691114.86, 779070.83, 843095.83, 848007.35, 909169.31, 906667.23, 805149.72, 778951.43, 741296.82, 752083.48, 1030390.24, 1107106.62, 1395269.61
95436, Forestville, Sonoma, CA, NA, 166666.67, 162188.24, 157000.00, 202654.22, 220769.23, 260708.91, 303719.61, 327019.85, 420000.00, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
94602, Oakland, Alameda, CA, 188586.11, 201247.92, 215304.17, 221612.50, 297208.33, 331270.83, 367479.17, 427299.36, 503541.67, 531520.83, 582645.83, 597699.40, 571530.59, 570657.52, 524415.71, 455104.05, 523966.34, 545083.33, 657890.59, 826705.88
94572, Rodeo, Contra Costa, CA, NA, 142500.00, 171803.92, 177014.56, 232299.85, 287426.92, 309938.16, 353132.35, 426789.27, 505891.60, 520641.03, NA, NA, NA, NA, NA, NA, NA, NA, NA
94574, Saint Helena, Napa, CA, NA, 250000.00, 237127.26, 319301.66, 438529.41, NA, NA, NA, 620000.00, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
94577, San Leandro, Alameda, CA, 159552.78, 158568.75, 177612.50, 197441.67, 257095.83, 308245.83, 349233.33, 380125.00, 444041.67, 525262.50, 555883.33, 528654.17, 432079.98, 362545.83, 337843.07, 307679.17, 300099.92, 391052.08, 426937.50, 422217.00
94606, Oakland, Alameda, CA, NA, 125641.03, 121953.78, 132686.61, 170208.33, 216757.35, 266342.60, 300043.48, 359950.13, 465678.92, 493925.34, 450294.12, NA, NA, NA, 220000.00, 357058.82, 323588.24, 417692.31, 378000.00
95132, San Jose, Santa Clara, CA, 225344.44, 250445.83, 283220.83, 319400.00, 404112.50, 437975.00, 448250.00, 454708.33, 522895.83, 626958.33, 585035.42, 674083.31, 584749.19, 461878.33, 517312.50, 475191.67, 498037.50, 609650.00, 702000.60, 739684.31
95131, San Jose, Santa Clara, CA, 241672.22, 241600.00, 278863.25, 310170.83, 393183.33, 424454.17, 426167.42, 425754.17, 499775.00, 623108.33, 653779.17, 637812.50, 573535.42, 466157.49, 489990.64, 465637.25, 471439.05, 552107.96, 636802.49, 671384.56
94605, Oakland, Alameda, CA, 132000.00, 143225.00, 157364.58, 156889.58, 197083.33, 244104.17, 289933.33, 320150.00, 378937.50, 453083.33, 481487.50, 486054.17, 392366.57, 316276.43, 289491.67, 252627.08, 238870.33, 314179.17, 378112.50, 446600.00
95209, Stockton, San Joaquin, CA, 115232.19, 118791.14, 123872.92, 136583.33, 164358.33, 203054.17, 221383.33, 253050.00, 308141.83, 419189.58, 438083.33, 377805.56, 223504.52, 182762.24, 179090.90, 169750.00, 160175.00, 192137.50, 240359.44, 247206.35
95136, San Jose, Santa Clara, CA, 219550.00, 239458.33, 271885.79, 308277.46, 390116.67, 431612.50, 441966.67, 456600.00, 525925.00, 626908.33, 659293.75, 618693.75, 548504.81, 459452.06, 457420.83, 428350.00, 436004.17, 523520.83, 629558.33, 678050.00
95135, San Jose, Santa Clara, CA, 281541.50, 338400.17, 339791.54, 386510.42, 490154.17, 569945.83, 518479.17, 537566.67, 516225.00, 629200.00, 708491.67, 671411.11, 514748.74, 597408.50, 592166.67, 569091.48, 626226.80, 719275.51, 846846.94, 759431.37
94601, Oakland, Alameda, CA, 111382.30, 104911.06, 110705.43, 125891.61, 154708.33, 209229.17, 241062.50, 282516.67, 345448.67, 425166.67, 466812.50, 461301.28, NA, 212625.79, 199718.20, 176004.12, 191183.26, 282092.76, 327141.86, 406000.00
94044, Pacifica, San Mateo, CA, 232325.00, 238608.33, 266083.33, 315458.33, 400541.67, 433708.33, 454333.33, 487041.67, 593816.67, 689860.42, 686906.25, 670583.33, 599977.17, 555525.59, 511708.33, 489025.00, 495223.04, 613466.67, 667612.50, 714925.00
95204, Stockton, San Joaquin, CA, 85223.37, 84993.75, 90035.42, 90880.42, 106897.92, 131060.42, 154233.33, 183398.33, 225914.58, 290456.25, 304808.33, 267364.29, 161538.46, 109397.06, 105197.67, 91954.17, 102426.62, 135293.41, 159830.95, 174670.76
95207, Stockton, San Joaquin, CA, 98916.67, 103440.91, 97820.45, 102860.42, 114697.92, 141775.00, 162681.25, 190625.00, 232256.25, 302625.00, 323054.17, 295572.22, 207404.22, 112785.19, 118645.62, 109987.50, 100673.28, 124490.91, 161970.01, 180680.00
95206, Stockton, San Joaquin, CA, 86591.39, 92450.00, 98772.92, 107960.42, 130427.08, 196093.75, 208738.48, 236697.35, 278370.83, 370025.92, 384233.33, 336662.41, 158922.62, 121662.50, 122291.67, 119750.00, 115129.17, 147000.00, 184916.67, 198220.00
94040, Mountain View, Santa Clara, CA, 201966.67, 230284.41, 302841.67, 301383.33, 476817.94, 469027.40, 471683.33, 480623.08, 506387.50, 637866.67, 720273.53, 629755.13, 680549.41, 878300.00, 965204.17, 900594.23, 1054957.11, 1070693.24, 1243352.75, 1197375.00
94041, Mountain View, Santa Clara, CA, NA, 294230.77, 470000.00, 516930.62, NA, NA, NA, 580000.00, 534000.00, 787000.00, NA, NA, 969000.00, NA, 685352.94, 741014.71, 1067000.00, NA, 1279500.00, NA
94608, Oakland, Alameda, CA, 111838.89, 125090.74, 132520.32, 145493.14, 208925.00, 258717.40, 270549.25, 315500.00, 378208.33, 452206.25, 509106.25, 460583.33, 354032.64, 331840.52, 315645.83, 288881.41, 298833.92, 384578.38, 432687.50, 450160.63
94043, Mountain View, Santa Clara, CA, 227933.66, 225714.58, 260427.08, 325520.83, 441351.70, 466981.12, 457504.17, 444537.50, 519075.00, 614500.00, 685779.17, 661072.22, 668903.36, 599421.73, 600490.53, 592565.20, 657102.90, 707233.22, 856213.91, 909287.19
95205, Stockton, San Joaquin, CA, 64629.81, 65691.98, 60685.90, 68872.50, 74145.83, 88079.58, 110512.50, 139520.08, 180363.25, 249516.67, 279070.83, 274925.00, NA, 53287.06, 61383.82, 53593.75, 63045.88, 76135.75, 98897.06, 90911.76
94801, Richmond, Contra Costa, CA, 101870.69, 93050.36, 107570.83, 108025.00, 131391.67, 168891.67, 218954.17, 260770.83, 307020.83, 398062.50, 439833.33, 448920.44, 150000.00, 153287.36, 131608.33, 117570.59, 130333.71, 169068.63, 251600.00, 261254.90
95236, Linden, San Joaquin, CA, NA, NA, NA, NA, NA, 254500.00, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
94960, San Anselmo, Marin, CA, 341769.61, 373062.06, 390895.83, 469104.17, 571947.10, 618014.54, 634625.00, 675135.42, 753021.16, 928129.17, 883877.45, 914377.88, 1028314.48, 799023.77, 762793.67, 712980.75, 844700.23, 916766.91, 954865.16, 1019217.65
95139, San Jose, Santa Clara, CA, 233507.98, 249674.21, 261091.47, 313960.11, 371430.32, 414000.00, 424150.59, 464047.08, 541050.90, 624365.06, 689457.01, NA, NA, 465000.00, 480000.00, 435000.00, 500000.00, 568000.00, 576470.59, NA
94965, Sausalito, Marin, CA, 326759.41, 300408.79, 304686.11, 428640.18, 525639.06, 493269.23, 618801.75, 623625.16, 716893.24, 756293.52, 906118.02, 902058.82, 1000000.00, NA, 825000.00, 682500.00, 543500.00, 806386.58, 928000.00, NA
95046, San Martin, Santa Clara, CA, NA, NA, NA, NA, 655000.00, NA, NA, 649000.00, 825000.00, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
94571, Rio Vista, Solano, CA, NA, NA, 188576.92, 178933.11, 190197.13, 233997.92, 225712.50, 269141.50, 309621.17, 394710.42, 382407.50, 351239.58, NA, 210096.72, 203766.68, 177579.86, 158846.15, 228998.90, 265422.06, 288970.59
94803, El Sobrante, Contra Costa, CA, 172063.89, 165068.75, 188583.33, 198329.17, 242241.67, 288562.50, 337510.42, 386947.92, 433104.17, 515187.50, 549104.17, 520240.02, 381125.00, 317151.33, 272565.59, 259556.84, 274804.68, 351604.10, 399182.04, 314230.77
95377, Tracy, San Joaquin, CA, 184304.95, 187792.50, 194172.92, 243805.42, 278202.08, 340583.33, 331387.50, 378588.79, 445478.21, 583166.67, 593987.50, 578956.25, 328960.36, 264077.08, 269437.50, 258645.83, 262948.50, 343691.67, 392216.67, 398900.00
94804, Richmond, Contra Costa, CA, 126050.00, 130658.33, 132262.50, 139870.83, 172604.17, 220145.83, 258062.50, 293604.17, 344750.00, 414979.17, 432458.33, 403333.33, 268107.27, 175908.66, 170291.67, 138666.67, 160136.36, 213857.75, 284504.41, 310130.00
94010, Burlingame, San Mateo, CA, 539263.89, 571366.67, 616029.17, 734270.83, 936750.00, 953445.45, 867975.00, 961938.89, 1186958.33, 1370409.09, 1376502.08, 1559062.50, 1578250.00, 1313478.61, 1379645.83, 1420529.17, 1360064.03, 1660854.17, 1914520.83, 1697789.59
95258, Woodbridge, San Joaquin, CA, NA, NA, 172000.00, NA, 230000.00, 180000.00, NA, NA, 345000.00, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
94805, Richmond, Contra Costa, CA, 121017.48, 139432.65, 148438.89, 164750.00, 209225.00, 263105.88, 298158.50, 350999.35, 394980.15, 465729.17, 488745.83, 463444.00, 333000.00, NA, 206215.69, 218000.00, NA, 287500.00, 343274.51, NA
95054, Santa Clara, Santa Clara, CA, NA, 274317.65, 255000.00, 357846.15, 413292.31, NA, 456877.00, 489304.15, 616724.26, 678114.58, 712304.17, 703432.60, NA, 599485.29, 559037.42, 551718.88, 571834.18, 681634.15, 760583.31, 762141.40
94131, San Francisco, San Francisco, CA, 278632.35, 305920.83, 352350.00, 427154.17, 556866.67, 573783.33, 581602.08, 645356.25, 760472.73, 845562.50, 838387.50, 865159.85, 847170.51, 816178.09, 803339.98, 758405.32, 859238.97, 941570.83, 1080445.83, 1336715.50
95409, Santa Rosa, Sonoma, CA, 212694.44, 217904.17, 219766.67, 252729.17, 303208.33, 343708.33, 357645.83, 400250.00, 463679.50, 558933.33, 570029.17, 531683.26, 463666.06, 383416.67, 368704.17, 365837.50, 353754.17, 423104.17, 484197.92, 529941.43
94133, San Francisco, San Francisco, CA, 336397.79, 356207.24, 440201.36, 501316.74, 818000.00, 563000.00, 662967.69, 527186.20, 708841.29, 716093.21, 918122.17, 848034.71, NA, NA, 790000.00, 754750.00, 1168846.15, 1100500.00, NA, NA
95050, Santa Clara, Santa Clara, CA, 224000.33, 242493.75, 284042.92, 318750.00, 407093.75, 432867.66, 431752.68, 451479.17, 438709.09, 585691.67, 589891.67, 606428.28, 567533.23, 502721.57, 520403.94, 497077.44, 551116.97, 650808.59, 744839.14, 698602.94
95051, Santa Clara, Santa Clara, CA, 227233.33, 259916.67, 287612.50, 328700.00, 430787.50, 444892.42, 437812.50, 455733.33, 522225.00, 603750.00, 639583.33, 628914.58, 629952.08, 550383.33, 515604.17, 531492.42, 579514.65, 636389.58, 753652.08, 858800.00
95403, Santa Rosa, Sonoma, CA, 172510.71, 177010.83, 199087.50, 224216.67, 265500.00, 300691.67, 326331.25, 363431.25, 432256.42, 513479.17, 496579.58, 459875.00, 384960.42, 297612.50, 289395.83, 280823.08, 280568.55, 357170.83, 383718.75, 427690.00
95401, Santa Rosa, Sonoma, CA, 155705.56, 153839.58, 162379.17, 176404.17, 222750.00, 248166.67, 286562.50, 324437.50, 389716.67, 461825.00, 475720.83, 421580.05, 306353.92, 254916.67, 262904.17, 238330.88, 244956.50, 310554.63, 373225.52, 392715.69
94609, Oakland, Alameda, CA, 157274.51, 158500.00, 160472.11, 218778.11, 258828.36, 311862.75, 371769.23, 376027.45, 438843.07, 454496.61, 557614.89, 531235.29, 432500.00, 422500.00, 425538.46, 386346.15, 376666.67, 636284.31, 705944.57, 800000.00
95407, Santa Rosa, Sonoma, CA, 139948.53, 143773.05, 157056.25, 183349.00, 226256.25, 272520.83, 296462.50, 331708.33, 408495.83, 488385.58, 474160.58, 420690.00, 277433.48, 255312.50, 244200.33, 222008.33, 236694.80, 295865.93, 335074.86, 344330.88
95045, San Juan Bautista, San Benito, CA, NA, NA, NA, NA, NA, NA, NA, NA, 785500.00, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
95405, Santa Rosa, Sonoma, CA, 171666.67, 186145.83, 192733.50, 218083.33, 264458.33, 305281.25, 331954.17, 362883.33, 440270.83, 513458.33, 519437.50, 486865.48, 419681.54, 350602.99, 336899.38, 309727.54, 305465.13, 407714.03, 431637.50, 453195.00
95404, Santa Rosa, Sonoma, CA, 182194.44, 204158.33, 209700.00, 247683.33, 293400.00, 303422.65, 358106.90, 397049.96, 467069.33, 586958.33, 591645.83, 525520.83, 479285.29, 403175.75, 392186.24, 354562.50, 382708.33, 468101.21, 503708.33, 498360.00
94037, Montara, San Mateo, CA, NA, NA, NA, 485000.00, NA, NA, 575000.00, 600000.00, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
94509, Antioch, Contra Costa, CA, 129300.00, 125108.33, 132375.00, 149960.42, 178289.58, 224343.75, 250552.08, 286585.42, 334427.08, 424487.50, 443108.33, 416947.44, 265245.93, 164466.67, 159262.50, 154033.33, 168562.50, 210479.17, 270104.17, 277800.00
95129, San Jose, Santa Clara, CA, 279318.75, 333968.17, 374854.17, 408604.17, 560020.83, 547290.62, 515750.00, 533083.33, 613320.83, 700866.67, 763083.33, 803340.91, 851154.47, 773308.82, 824966.67, 801670.22, 855875.26, 888656.25, 1127623.71, 1347910.92
95219, Stockton, San Joaquin, CA, 144312.50, 151117.06, 152327.08, 159167.08, 162856.75, 201586.75, 235139.75, 273158.33, 336752.08, 433508.08, 419770.83, 387276.92, 302019.23, 234389.75, 216151.02, 211607.69, 185923.95, 228569.64, 274595.25, 315170.00
95124, San Jose, Santa Clara, CA, 247205.56, 270395.83, 313433.65, 344935.60, 441500.00, 490166.67, 482250.00, 500643.75, 561481.25, 680750.00, 716983.33, 730558.33, 689604.17, 590852.08, 620335.42, 590437.50, 657545.83, 759412.50, 842358.33, 888800.00
95125, San Jose, Santa Clara, CA, 276055.56, 299695.83, 342950.00, 385645.83, 501916.67, 517416.67, 528895.83, 540770.83, 589354.17, 695375.00, 724104.17, 765829.17, 759625.00, 624525.00, 638208.33, 642404.17, 668608.33, 766654.17, 848916.67, 946700.00
95126, San Jose, Santa Clara, CA, 216302.78, 229744.27, 238840.90, 309839.58, 362993.75, 427373.00, 401076.47, 433637.70, 457831.25, 558147.92, 595220.83, 632161.02, 544775.11, 456689.58, 457381.25, 430791.67, 449537.50, 517477.65, 586062.50, 639980.00
95127, San Jose, Santa Clara, CA, 183294.44, 193404.17, 223629.17, 259041.67, 328262.50, 376045.83, 390520.83, 410604.17, 467679.17, 571550.00, 623295.83, 603874.99, 441800.98, 324625.09, 329829.17, 322950.00, 336360.42, 427062.50, 498662.50, 533660.00
94501, Alameda, Alameda, CA, 193200.00, 212487.50, 236595.83, 267250.00, 345062.50, 389717.77, 422931.81, 454062.50, 545606.25, 631727.08, 683687.50, 698770.83, 633666.67, 541250.93, 547779.17, 515029.17, 521756.02, 592319.61, 664668.72, 725550.00
95121, San Jose, Santa Clara, CA, 191494.44, 199883.33, 242408.33, 270757.50, 357604.17, 407812.50, 417804.17, 430825.00, 489904.17, 587404.17, 636270.83, 595685.29, 477907.72, 385170.44, 399462.50, 376231.25, 367035.42, 481250.00, 526719.45, 566837.06
95122, San Jose, Santa Clara, CA, 160322.22, 170979.17, 199737.50, 228875.00, 299145.83, 352308.33, 364483.33, 383420.83, 436475.00, 541333.33, 607637.50, 597161.54, 343500.00, 272578.26, 285066.67, 285895.83, 307677.67, 369872.92, 440799.38, 406272.34
95123, San Jose, Santa Clara, CA, 204855.56, 217381.25, 248139.58, 298729.17, 356916.67, 370248.08, 398541.67, 432937.50, 426770.83, 534612.50, 563358.33, 560820.83, 500812.50, 433833.33, 425033.33, 397333.33, 397562.50, 546191.67, 598437.50, 604660.00
94585, Suisun City, Solano, CA, 121205.56, 118508.33, 130683.33, 145620.83, 174954.17, 216616.67, 243591.67, 289054.17, 357685.42, 419135.42, 441583.33, 417015.44, 295304.98, 207360.29, 187562.50, 174882.52, 171417.50, 225079.90, 279749.86, 289900.00
94587, Union City, Alameda, CA, 198294.44, 213420.83, 201066.67, 244947.92, 292739.58, 376312.50, 382962.50, 416268.75, 470893.75, 564250.00, 597250.00, 606820.03, 490295.45, 386375.00, 392604.17, 356768.75, 379204.17, 449402.92, 518737.50, 592300.00
94580, San Lorenzo, Alameda, CA, 156816.67, 164192.66, 178631.37, 203283.33, 258354.17, 301375.00, 332937.50, 370458.33, 435679.17, 525633.33, 548437.50, 509833.78, 359333.26, 315952.08, 308991.26, 278107.18, 279579.19, 369014.71, 431958.82, 449487.25
94583, San Ramon, Contra Costa, CA, 246586.11, 269760.42, 310283.33, 347754.17, 413912.50, 471007.58, 494562.50, 520200.00, 616800.00, 722754.17, 650605.56, 677041.67, 610504.55, 547020.83, 578333.33, 524812.50, 542783.33, 681804.17, 743062.50, 757200.00
94582, San Ramon, Contra Costa, CA, 335216.67, 329427.08, 380683.33, 439675.00, 519520.83, 581458.33, 604250.00, 670083.33, 739993.75, 919462.50, 826710.42, 808714.58, 809139.58, 670541.67, 716502.08, 678991.67, 677033.33, 822052.08, 854062.50, 907550.00
94806, San Pablo, Contra Costa, CA, 113430.56, 109321.67, 121495.83, 134458.33, 163354.17, 212500.00, 248648.08, 294037.50, 357775.00, 444687.50, 484833.33, 439599.23, 285737.27, 212604.17, 180208.33, 156118.75, 192775.00, 220833.33, 278150.00, 308430.00
94588, Pleasanton, Alameda, CA, 277202.78, 269797.92, 284187.50, 346050.00, 412437.50, 436650.00, 456537.50, 485989.58, 582036.92, 689020.83, 688587.50, 689300.00, 645937.91, 564200.00, 591391.67, 596120.83, 567241.88, 644604.17, 713520.83, 783770.00
95330, Lathrop, San Joaquin, CA, NA, NA, 134857.14, 148912.50, 185663.97, 246418.57, 239539.20, 266997.40, 338110.42, 428042.88, 481858.48, 495251.85, 250000.00, 180292.65, 182244.48, 176631.24, 186925.15, 246728.60, 291713.62, 302705.88
95019, Freedom, Santa Cruz, CA, NA, NA, NA, NA, NA, NA, NA, 415000.00, 388500.00, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
