ZIP, avg_precipitation, N_avg_precipitation, renter_occupied, N_renter_occupied, earthquake_index, N_earthquake_index, pop_growth_rate, N_pop_growth_rate, avg_temperature, N_avg_temperature, poverty_Rate, N_poverty_Rate, parks, N_parks, crime_index, N_crime_index, female_labor, N_female_labor, coffeeshops, N_coffeeshops, restaurants, N_restaurants
94971, NA, NA, 0.45, 54.70, 8.07, 94.25, -0.03, 96.52, NA, NA, 4.70, 90.67, 40.00, 100.00, 0.00, 100.00, 0.80, 79.70, 0.00, 0.00, 21.00, 52.50
95115, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 40.00, 100.00, 1475.00, 75.68, 0.61, 61.20, 5.00, 12.50, 40.00, 100.00
94820, NA, NA, 0.35, 65.30, 39.33, 61.48, 0.03, 96.05, NA, NA, NA, NA, 3.00, 7.50, 0.00, 100.00, 0.64, 63.70, 0.00, 0.00, 1.00, 2.50
95116, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, 23.30, 53.77, 9.00, 22.50, 1475.00, 75.68, 0.61, 61.20, 1.00, 2.50, 40.00, 100.00
95111, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, 19.90, 60.52, 5.00, 12.50, 1475.00, 75.68, 0.61, 61.20, 0.00, 0.00, 33.00, 82.50
95110, 14.90, 4.58, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, 61.49, 85.83, 15.90, 68.45, 6.00, 15.00, 1475.00, 75.68, 0.61, 61.20, 1.00, 2.50, 32.00, 80.00
95113, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, 33.70, 33.13, 40.00, 100.00, 1475.00, 75.68, 0.61, 61.20, 4.00, 10.00, 40.00, 100.00
95112, 14.90, 4.58, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, 61.49, 85.83, 21.60, 57.14, 39.00, 97.50, 1475.00, 75.68, 0.61, 61.20, 4.00, 10.00, 40.00, 100.00
95119, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, 5.20, 89.68, 7.00, 17.50, 1475.00, 75.68, 0.61, 61.20, 0.00, 0.00, 18.00, 45.00
95118, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, 7.80, 84.52, 7.00, 17.50, 1475.00, 75.68, 0.61, 61.20, 1.00, 2.50, 40.00, 100.00
94978, NA, NA, 0.41, 59.50, 10.74, 91.46, 0.02, 96.17, NA, NA, NA, NA, 10.00, 25.00, 840.00, 86.15, 0.77, 76.50, 2.00, 5.00, 40.00, 100.00
94199, 23.65, 24.42, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, 57.33, 40.51, NA, NA, 0.00, 0.00, 2718.00, 55.19, 0.64, 64.20, 0.00, 0.00, 3.00, 7.50
95377, NA, NA, 0.32, 68.50, 8.55, 93.75, 0.46, 92.84, NA, NA, 3.90, 92.26, 0.00, 0.00, 1241.00, 79.54, 0.63, 63.30, 0.00, 0.00, 0.00, 0.00
95376, 12.96, 0.19, 0.32, 68.50, 8.55, 93.75, 0.46, 92.84, 61.89, 90.15, 9.60, 80.95, 9.00, 22.50, 1241.00, 79.54, 0.63, 63.30, 1.00, 2.50, 40.00, 100.00
95378, 13.05, 0.39, 0.32, 68.50, 8.55, 93.75, 0.46, 92.84, 60.98, 80.29, NA, NA, 0.00, 0.00, 1241.00, 79.54, 0.63, 63.30, 0.00, 0.00, 2.00, 5.00
95076, 21.89, 20.41, NA, NA, NA, NA, NA, NA, 57.26, 39.74, 15.80, 68.65, 2.00, 5.00, NA, NA, NA, NA, 0.00, 0.00, 13.00, 32.50
94538, 15.88, 6.81, 0.34, 66.00, 27.24, 74.16, 0.05, 95.90, 59.65, 65.76, 5.90, 88.29, 7.00, 17.50, 1132.00, 81.34, 0.59, 59.10, 0.00, 0.00, 36.00, 90.00
95075, 15.12, 5.09, 0.30, 70.30, 51.06, 49.18, 0.79, 90.32, 57.48, 42.10, 16.40, 67.46, 0.00, 0.00, 0.00, 100.00, 0.55, 54.70, 0.00, 0.00, 0.00, 0.00
95073, 31.35, 41.87, 0.26, 74.10, 26.73, 74.69, 0.90, 89.50, 58.82, 56.68, 7.80, 84.52, 1.00, 2.50, 0.00, 100.00, 0.62, 62.50, 0.00, 0.00, 2.00, 5.00
95070, NA, NA, 0.14, 85.60, 27.43, 73.96, 0.00, 96.28, NA, NA, 4.50, 91.07, 23.00, 57.50, 442.00, 92.71, 0.47, 46.60, 3.00, 7.50, 40.00, 100.00
94539, NA, NA, 0.34, 66.00, 27.24, 74.16, 0.05, 95.90, NA, NA, 3.50, 93.06, 1.00, 2.50, 1132.00, 81.34, 0.59, 59.10, 0.00, 0.00, 5.00, 12.50
94956, NA, NA, 0.34, 65.80, 10.19, 92.03, 0.04, 96.02, NA, NA, 8.50, 83.13, 0.00, 0.00, 0.00, 100.00, 0.67, 66.50, 0.00, 0.00, 0.00, 0.00
94957, 35.23, 50.67, 0.11, 88.60, 13.65, 88.40, 0.04, 96.02, 58.38, 51.86, 5.60, 88.89, 15.00, 37.50, 484.00, 92.02, 0.43, 43.40, 1.00, 2.50, 40.00, 100.00
94954, 26.65, 31.22, 0.32, 68.40, 16.12, 85.81, 0.06, 95.83, 58.15, 49.41, 6.30, 87.50, 0.00, 0.00, 1044.00, 82.79, 0.64, 63.70, 0.00, 0.00, 1.00, 2.50
94955, NA, NA, 0.32, 68.40, 16.12, 85.81, 0.06, 95.83, NA, NA, NA, NA, 10.00, 25.00, 1044.00, 82.79, 0.64, 63.70, 1.00, 2.50, 40.00, 100.00
94952, 26.65, 31.22, NA, NA, NA, NA, NA, NA, 58.15, 49.41, 8.30, 83.53, 15.00, 37.50, NA, NA, NA, NA, 1.00, 2.50, 40.00, 100.00
94953, NA, NA, 0.32, 68.40, 16.12, 85.81, 0.06, 95.83, NA, NA, NA, NA, 4.00, 10.00, 1044.00, 82.79, 0.64, 63.70, 0.00, 0.00, 2.00, 5.00
94950, NA, NA, 0.00, 100.00, 10.03, 92.20, 0.00, 96.30, NA, NA, 0.00, 100.00, 5.00, 12.50, 0.00, 100.00, 0.00, 0.00, 0.00, 0.00, 10.00, 25.00
94951, 26.65, 31.22, 0.41, 59.10, 18.16, 83.68, -0.16, 97.48, 58.15, 49.41, 6.30, 87.50, 4.00, 10.00, 0.00, 100.00, 0.73, 72.80, 0.00, 0.00, 2.00, 5.00
95403, 36.28, 53.05, 0.42, 57.70, 61.16, 38.59, 0.14, 95.26, 57.62, 43.60, 11.20, 77.78, 3.00, 7.50, 1510.00, 75.11, 0.60, 60.50, 0.00, 0.00, 17.00, 42.50
94127, 20.68, 17.68, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, 55.29, 18.26, 3.40, 93.25, 21.00, 52.50, 2718.00, 55.19, 0.64, 64.20, 5.00, 12.50, 40.00, 100.00
94126, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 24.00, 60.00, 40.00, 100.00
94125, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 34.00, 85.00, 40.00, 100.00
94124, 20.78, 17.91, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, 60.32, 73.02, 21.70, 56.94, 10.00, 25.00, 2718.00, 55.19, 0.64, 64.20, 1.00, 2.50, 40.00, 100.00
94123, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, 5.80, 88.49, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 8.00, 20.00, 40.00, 100.00
94122, 20.68, 17.68, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, 55.29, 18.26, 9.50, 81.15, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 8.00, 20.00, 40.00, 100.00
94121, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, 10.00, 80.16, 32.00, 80.00, 2718.00, 55.19, 0.64, 64.20, 2.00, 5.00, 40.00, 100.00
94120, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 37.00, 92.50, 40.00, 100.00
95436, 41.69, 65.32, 0.28, 71.80, 9.80, 92.44, 0.39, 93.35, 58.51, 53.28, 11.50, 77.18, 2.00, 5.00, 0.00, 100.00, 0.68, 68.10, 0.00, 0.00, 1.00, 2.50
95433, 31.43, 42.05, 0.50, 50.30, 9.53, 92.72, 0.04, 95.98, 58.81, 56.58, NA, NA, 6.00, 15.00, 0.00, 100.00, 0.58, 58.40, 0.00, 0.00, 40.00, 100.00
94129, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, 4.40, 91.27, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 4.00, 10.00, 40.00, 100.00
94128, 20.65, 17.62, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, 58.16, 49.50, NA, NA, 1.00, 2.50, 2718.00, 55.19, 0.64, 64.20, 1.00, 2.50, 40.00, 100.00
95209, NA, NA, 0.43, 56.70, 4.57, 97.92, 0.20, 94.81, NA, NA, 10.20, 79.76, 1.00, 2.50, 4003.00, 34.01, 0.57, 56.90, 0.00, 0.00, 1.00, 2.50
95208, NA, NA, 0.43, 56.70, 4.57, 97.92, 0.20, 94.81, NA, NA, NA, NA, 4.00, 10.00, 4003.00, 34.01, 0.57, 56.90, 1.00, 2.50, 31.00, 77.50
94044, 31.93, 43.19, 0.29, 71.00, 51.48, 48.74, -0.03, 96.53, 58.36, 51.68, 5.40, 89.29, 8.00, 20.00, 796.00, 86.88, 0.67, 67.40, 0.00, 0.00, 31.00, 77.50
95204, NA, NA, 0.43, 56.70, 4.57, 97.92, 0.20, 94.81, NA, NA, 18.40, 63.49, 6.00, 15.00, 4003.00, 34.01, 0.57, 56.90, 0.00, 0.00, 19.00, 47.50
95207, 17.77, 11.09, 0.43, 56.70, 4.57, 97.92, 0.20, 94.81, 62.22, 93.73, 22.80, 54.76, 2.00, 5.00, 4003.00, 34.01, 0.57, 56.90, 0.00, 0.00, 40.00, 100.00
95206, 14.06, 2.68, 0.43, 56.70, 4.57, 97.92, 0.20, 94.81, 61.32, 83.92, 25.70, 49.01, 1.00, 2.50, 4003.00, 34.01, 0.57, 56.90, 0.00, 0.00, 1.00, 2.50
94040, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 8.70, 82.74, 31.00, 77.50, NA, NA, NA, NA, 1.00, 2.50, 40.00, 100.00
94041, 14.68, 4.08, 0.56, 44.00, 17.93, 83.92, 0.05, 95.94, 60.28, 72.66, 8.30, 83.53, 40.00, 100.00, 1139.00, 81.22, 0.66, 66.00, 5.00, 12.50, 40.00, 100.00
94042, NA, NA, 0.56, 44.00, 17.93, 83.92, 0.05, 95.94, NA, NA, NA, NA, 40.00, 100.00, 1139.00, 81.22, 0.66, 66.00, 5.00, 12.50, 40.00, 100.00
94043, 14.68, 4.08, 0.56, 44.00, 17.93, 83.92, 0.05, 95.94, 60.28, 72.66, 7.10, 85.91, 7.00, 17.50, 1139.00, 81.22, 0.66, 66.00, 0.00, 0.00, 21.00, 52.50
95023, 15.12, 5.09, 0.38, 62.30, 75.22, 23.85, 0.01, 96.19, 57.48, 42.10, 10.30, 79.56, 1.00, 2.50, 1555.00, 74.37, 0.63, 62.80, 0.00, 0.00, 0.00, 0.00
94569, 20.23, 16.66, 0.52, 48.50, 15.37, 86.60, -0.18, 97.67, 58.42, 52.41, 0.00, 100.00, 11.00, 27.50, 0.00, 100.00, 0.66, 66.40, 1.00, 2.50, 40.00, 100.00
94568, NA, NA, 0.34, 65.80, 27.72, 73.65, 0.54, 92.24, NA, NA, 4.30, 91.47, 6.00, 15.00, 797.00, 86.86, 0.64, 64.30, 0.00, 0.00, 3.00, 7.50
94064, NA, NA, 0.46, 54.50, 17.24, 84.64, 0.02, 96.16, NA, NA, NA, NA, 40.00, 100.00, 1378.00, 77.28, 0.65, 64.60, 4.00, 10.00, 40.00, 100.00
95480, NA, NA, 0.00, 100.00, 3.96, 98.56, 0.00, 96.30, NA, NA, NA, NA, 0.00, 0.00, 0.00, 100.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
95487, 31.43, 42.05, 0.00, 100.00, 7.71, 94.63, 0.00, 96.30, 58.81, 56.58, NA, NA, 3.00, 7.50, 0.00, 100.00, 0.00, 0.00, 0.00, 0.00, 40.00, 100.00
95486, 47.64, 78.80, 0.00, 100.00, 8.08, 94.24, 0.00, 96.30, 54.17, 5.99, 42.90, 14.88, 0.00, 0.00, 0.00, 100.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
95296, NA, NA, 0.43, 56.70, 4.57, 97.92, 0.20, 94.81, NA, NA, NA, NA, 0.00, 0.00, 4003.00, 34.01, 0.57, 56.90, 0.00, 0.00, 0.00, 0.00
95297, 17.77, 11.09, 0.43, 56.70, 4.57, 97.92, 0.20, 94.81, 62.22, 93.73, NA, NA, 2.00, 5.00, 4003.00, 34.01, 0.57, 56.90, 0.00, 0.00, 40.00, 100.00
95159, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 7.00, 17.50, 1475.00, 75.68, 0.61, 61.20, 0.00, 0.00, 40.00, 100.00
95158, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 8.00, 20.00, 1475.00, 75.68, 0.61, 61.20, 1.00, 2.50, 40.00, 100.00
95151, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 5.00, 12.50, 1475.00, 75.68, 0.61, 61.20, 5.00, 12.50, 40.00, 100.00
95150, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 7.00, 17.50, 1475.00, 75.68, 0.61, 61.20, 0.00, 0.00, 31.00, 77.50
95153, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 6.00, 15.00, 1475.00, 75.68, 0.61, 61.20, 0.00, 0.00, 29.00, 72.50
95152, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 5.00, 12.50, 1475.00, 75.68, 0.61, 61.20, 0.00, 0.00, 10.00, 25.00
95155, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 16.00, 40.00, 1475.00, 75.68, 0.61, 61.20, 0.00, 0.00, 40.00, 100.00
95154, 23.08, 23.12, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, 59.20, 60.85, NA, NA, 9.00, 22.50, 1475.00, 75.68, 0.61, 61.20, 1.00, 2.50, 23.00, 57.50
95157, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 3.00, 7.50, 1475.00, 75.68, 0.61, 61.20, 0.00, 0.00, 38.00, 95.00
95156, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 7.00, 17.50, 1475.00, 75.68, 0.61, 61.20, 0.00, 0.00, 40.00, 100.00
95032, 23.08, 23.12, 0.34, 66.40, 32.39, 68.76, 0.03, 96.08, 59.20, 60.85, 4.70, 90.67, 2.00, 5.00, 858.00, 85.86, 0.53, 53.40, 0.00, 0.00, 1.00, 2.50
95033, 41.77, 65.50, 0.34, 66.40, 32.39, 68.76, 0.03, 96.08, 55.34, 18.80, 5.00, 90.08, 13.00, 32.50, 858.00, 85.86, 0.53, 53.40, 2.00, 5.00, 40.00, 100.00
95030, 23.08, 23.12, 0.34, 66.40, 32.39, 68.76, 0.03, 96.08, 59.20, 60.85, 4.60, 90.87, 26.00, 65.00, 858.00, 85.86, 0.53, 53.40, 2.00, 5.00, 40.00, 100.00
95031, NA, NA, 0.34, 66.40, 32.39, 68.76, 0.03, 96.08, NA, NA, NA, NA, 13.00, 32.50, 858.00, 85.86, 0.53, 53.40, 2.00, 5.00, 40.00, 100.00
95036, NA, NA, 0.31, 68.70, 28.28, 73.07, 0.07, 95.81, NA, NA, NA, NA, 27.00, 67.50, 1307.00, 78.45, 0.59, 58.90, 1.00, 2.50, 40.00, 100.00
95037, 20.54, 17.37, 0.28, 72.40, 37.60, 63.29, 0.13, 95.33, 61.12, 81.79, 8.10, 83.93, 2.00, 5.00, 1008.00, 83.38, 0.64, 63.90, 0.00, 0.00, 1.00, 2.50
95035, NA, NA, 0.31, 68.70, 28.28, 73.07, 0.07, 95.81, NA, NA, 6.70, 86.71, 29.00, 72.50, 1307.00, 78.45, 0.59, 58.90, 1.00, 2.50, 40.00, 100.00
95038, NA, NA, 0.28, 72.40, 37.60, 63.29, 0.13, 95.33, 61.57, 86.65, NA, NA, 3.00, 7.50, 1008.00, 83.38, 0.64, 63.90, 0.00, 0.00, 40.00, 100.00
94912, NA, NA, 0.46, 54.30, 14.23, 87.80, 0.03, 96.08, NA, NA, NA, NA, 11.00, 27.50, 1674.00, 72.40, 0.63, 63.40, 0.00, 0.00, 40.00, 100.00
94913, NA, NA, 0.46, 54.30, 14.23, 87.80, 0.03, 96.08, NA, NA, NA, NA, 8.00, 20.00, 1674.00, 72.40, 0.63, 63.40, 1.00, 2.50, 22.00, 55.00
94529, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 26.00, 65.00, NA, NA, NA, NA, 1.00, 2.50, 40.00, 100.00
94528, 25.04, 27.57, 0.00, 100.00, 62.71, 36.97, 0.17, 95.00, 58.70, 55.40, 0.00, 100.00, 13.00, 32.50, 0.00, 100.00, 0.54, 53.90, 0.00, 0.00, 40.00, 100.00
94914, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 7.00, 17.50, NA, NA, NA, NA, 0.00, 0.00, 40.00, 100.00
94915, NA, NA, 0.46, 54.30, 14.23, 87.80, 0.03, 96.08, NA, NA, NA, NA, 8.00, 20.00, 1674.00, 72.40, 0.63, 63.40, 1.00, 2.50, 22.00, 55.00
94523, 18.27, 12.22, 0.39, 61.40, 45.81, 54.69, 0.01, 96.23, 60.23, 72.06, 7.90, 84.33, 8.00, 20.00, 1933.00, 68.13, 0.59, 59.40, 2.00, 5.00, 16.00, 40.00
94522, NA, NA, 0.36, 63.70, 49.91, 50.39, 0.00, 96.28, NA, NA, NA, NA, 5.00, 12.50, 1832.00, 69.80, 0.63, 62.80, 1.00, 2.50, 40.00, 100.00
94521, NA, NA, 0.36, 63.70, 49.91, 50.39, 0.00, 96.28, NA, NA, 6.70, 86.71, 2.00, 5.00, 1832.00, 69.80, 0.63, 62.80, 0.00, 0.00, 28.00, 70.00
94520, 18.27, 12.22, 0.36, 63.70, 49.91, 50.39, 0.00, 96.28, 60.23, 72.06, 18.00, 64.29, 1.00, 2.50, 1832.00, 69.80, 0.63, 62.80, 0.00, 0.00, 1.00, 2.50
94527, 25.04, 27.57, 0.36, 63.70, 49.91, 50.39, 0.00, 96.28, 58.70, 55.40, NA, NA, 6.00, 15.00, 1832.00, 69.80, 0.63, 62.80, 0.00, 0.00, 40.00, 100.00
94526, 25.04, 27.57, 0.17, 83.50, 60.15, 39.65, 0.01, 96.24, 58.70, 55.40, 4.80, 90.48, 5.00, 12.50, 499.00, 91.77, 0.55, 55.30, 0.00, 0.00, 5.00, 12.50
94525, NA, NA, 0.26, 73.80, 14.74, 87.26, -0.03, 96.54, NA, NA, 8.40, 83.33, 15.00, 37.50, 0.00, 100.00, 0.65, 65.20, 0.00, 0.00, 40.00, 100.00
94524, NA, NA, 0.36, 63.70, 49.91, 50.39, 0.00, 96.28, NA, NA, NA, NA, 6.00, 15.00, 1832.00, 69.80, 0.63, 62.80, 0.00, 0.00, 40.00, 100.00
94850, NA, NA, 0.44, 55.80, 41.09, 59.64, 0.05, 95.96, NA, NA, NA, NA, 5.00, 12.50, 3875.00, 36.12, 0.61, 61.10, 0.00, 0.00, 22.00, 55.00
95472, 42.28, 66.65, 0.47, 53.50, 21.77, 79.89, -0.05, 96.69, 57.26, 39.69, 9.00, 82.14, 3.00, 7.50, 1022.00, 83.15, 0.65, 65.20, 0.00, 0.00, 2.00, 5.00
95473, 42.28, 66.65, 0.47, 53.50, 21.77, 79.89, -0.05, 96.69, 57.26, 39.69, NA, NA, 4.00, 10.00, 1022.00, 83.15, 0.65, 65.20, 1.00, 2.50, 40.00, 100.00
95471, 47.64, 78.80, 0.00, 100.00, 7.74, 94.60, 0.00, 96.30, 54.17, 5.99, 36.20, 28.17, 1.00, 2.50, 0.00, 100.00, 0.00, 0.00, 0.00, 0.00, 9.00, 22.50
95476, 31.43, 42.05, NA, NA, NA, NA, NA, NA, 58.81, 56.58, 10.50, 79.17, 3.00, 7.50, NA, NA, NA, NA, 0.00, 0.00, 1.00, 2.50
95241, 19.02, 13.92, 0.43, 57.10, 3.78, 98.75, 0.09, 95.62, 61.23, 83.02, NA, NA, 6.00, 15.00, 2003.00, 66.98, 0.53, 52.70, 0.00, 0.00, 40.00, 100.00
95240, 19.02, 13.92, 0.43, 57.10, 3.78, 98.75, 0.09, 95.62, 61.23, 83.02, 19.80, 60.71, 0.00, 0.00, 2003.00, 66.98, 0.53, 52.70, 0.00, 0.00, 0.00, 0.00
94002, NA, NA, 0.38, 62.10, 17.94, 83.91, 0.03, 96.09, NA, NA, 5.50, 89.09, 14.00, 35.00, 699.00, 88.48, 0.64, 63.50, 0.00, 0.00, 40.00, 100.00
95242, 19.02, 13.92, 0.43, 57.10, 3.78, 98.75, 0.09, 95.62, 61.23, 83.02, 7.90, 84.33, 0.00, 0.00, 2003.00, 66.98, 0.53, 52.70, 0.00, 0.00, 0.00, 0.00
94005, NA, NA, 0.36, 64.30, 31.14, 70.07, 0.19, 94.86, NA, NA, 2.60, 94.84, 17.00, 42.50, 1262.00, 79.20, 0.69, 68.50, 0.00, 0.00, 40.00, 100.00
95320, NA, NA, 0.23, 77.30, 3.60, 98.94, 0.20, 94.82, NA, NA, 11.90, 76.39, 0.00, 0.00, 1548.00, 74.48, 0.62, 61.90, 0.00, 0.00, 0.00, 0.00
95220, 19.45, 14.91, 0.00, 100.00, 3.54, 99.00, 12.64, 0.56, NA, NA, 10.90, 78.37, 1.00, 2.50, 0.00, 100.00, 1.00, 100.00, 0.00, 0.00, 0.00, 0.00
95687, 25.30, 28.16, NA, NA, NA, NA, NA, NA, 61.98, 91.17, 8.20, 83.73, 2.00, 5.00, NA, NA, NA, NA, 0.00, 0.00, 0.00, 0.00
95686, NA, NA, 0.53, 46.80, 4.30, 98.21, 0.34, 93.76, NA, NA, 25.30, 49.80, 0.00, 0.00, 0.00, 100.00, 0.49, 49.50, 0.00, 0.00, 0.00, 0.00
95227, NA, NA, 0.00, 100.00, 2.59, 100.00, 0.00, 96.30, NA, NA, 3.50, 93.06, 0.00, 0.00, 0.00, 100.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
94074, 30.78, 40.58, 0.00, 100.00, 13.26, 88.81, 0.00, 96.30, 54.31, 7.54, 0.00, 100.00, 0.00, 0.00, 0.00, 100.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
94070, 20.32, 16.87, 0.28, 72.10, 19.16, 82.63, 0.02, 96.11, 59.36, 62.58, 4.00, 92.06, 8.00, 20.00, 782.00, 87.11, 0.65, 65.00, 0.00, 0.00, 15.00, 37.50
94175, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 40.00, 100.00, 40.00, 100.00
94177, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 34.00, 85.00, 40.00, 100.00
94171, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 34.00, 85.00, 40.00, 100.00
94172, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 34.00, 85.00, 40.00, 100.00
95391, 12.88, 0.00, NA, NA, NA, NA, NA, NA, 62.79, 100.00, 4.70, 90.67, 0.00, 0.00, NA, NA, NA, NA, 0.00, 0.00, 1.00, 2.50
94710, NA, NA, 0.53, 47.10, 74.09, 25.04, 0.10, 95.58, NA, NA, 20.20, 59.92, 21.00, 52.50, 2878.00, 52.56, 0.57, 56.60, 10.00, 25.00, 40.00, 100.00
95194, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 9.00, 22.50, 1475.00, 75.68, 0.61, 61.20, 0.00, 0.00, 40.00, 100.00
94712, NA, NA, 0.53, 47.10, 74.09, 25.04, 0.10, 95.58, NA, NA, NA, NA, 40.00, 100.00, 2878.00, 52.56, 0.57, 56.60, 18.00, 45.00, 40.00, 100.00
95196, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 40.00, 100.00, 1475.00, 75.68, 0.61, 61.20, 2.00, 5.00, 40.00, 100.00
95191, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 9.00, 22.50, 1475.00, 75.68, 0.61, 61.20, 0.00, 0.00, 40.00, 100.00
95190, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 9.00, 22.50, 1475.00, 75.68, 0.61, 61.20, 1.00, 2.50, 40.00, 100.00
95193, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 3.00, 7.50, 1475.00, 75.68, 0.61, 61.20, 1.00, 2.50, 30.00, 75.00
95192, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 28.00, 70.00, 1475.00, 75.68, 0.61, 61.20, 3.00, 7.50, 40.00, 100.00
95234, NA, NA, 0.00, 100.00, 5.67, 96.77, 0.00, 96.30, NA, NA, 0.00, 100.00, 5.00, 12.50, 0.00, 100.00, 0.00, 0.00, 0.00, 0.00, 12.00, 30.00
94404, NA, NA, 0.44, 56.10, 20.17, 81.57, 0.05, 95.91, NA, NA, 5.10, 89.88, 28.00, 70.00, 1188.00, 80.42, 0.65, 64.60, 1.00, 2.50, 40.00, 100.00
94401, 20.65, 17.62, 0.44, 56.10, 20.17, 81.57, 0.05, 95.91, 58.16, 49.50, 9.00, 82.14, 13.00, 32.50, 1188.00, 80.42, 0.65, 64.60, 0.00, 0.00, 40.00, 100.00
94402, NA, NA, 0.44, 56.10, 20.17, 81.57, 0.05, 95.91, NA, NA, 5.10, 89.88, 2.00, 5.00, 1188.00, 80.42, 0.65, 64.60, 1.00, 2.50, 10.00, 25.00
94403, NA, NA, 0.44, 56.10, 20.17, 81.57, 0.05, 95.91, NA, NA, 4.90, 90.28, 14.00, 35.00, 1188.00, 80.42, 0.65, 64.60, 2.00, 5.00, 40.00, 100.00
94567, 41.79, 65.54, 0.00, 100.00, 6.36, 96.05, 0.00, 96.30, 58.72, 55.63, 3.20, 93.65, 0.00, 0.00, 0.00, 100.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
94566, 15.47, 5.87, 0.30, 69.50, 24.48, 77.05, 0.10, 95.51, 60.00, 69.62, 4.50, 91.07, 2.00, 5.00, 760.00, 87.47, 0.60, 60.10, 0.00, 0.00, 2.00, 5.00
