"","zip","type","primary_city","acceptable_cities","unacceptable_cities","state","county","timezone","area_codes","latitude","longitude","world_region","country","decommissioned","estimated_population","notes","STATEFIPS","STATE","AGI_STUB","N1","MARS1","MARS2","MARS4","PREP","N2","NUMDEP","A00100","N00200","A00200","N00300","A00300","N00600","A00600","N00650","A00650","N00900","A00900","SCHF","N01000","A01000","N01400","A01400","N01700","A01700","N02300","A02300","N02500","A02500","N03300","A03300","N00101","A00101","N04470","A04470","N18425","A18425","N18450","A18450","N18500","A18500","N18300","A18300","N19300","A19300","N19700","A19700","N04800","A04800","N07100","A07100","N07220","A07220","N07180","A07180","N07260","A07260","N59660","A59660","N59720","A59720","N11070","A11070","N09600","A09600","N06500","A06500","N10300","A10300","N11901","A11901","N11902","A11902"
"1683",95391,"STANDARD","Tracy","Mountain House, Mtn House","","CA","San Joaquin County","America/Los_Angeles","209",37.76,-121.63,NA,"US",0,7031,"",6,"CA",4,690,130,470,70,390,2100,940,60332,670,55138,360,95,110,125,100,110,110,1659,0,110,-5,30,711,90,1523,100,730,40,708,0,0,490,42791,490,11794,450,1948,50,161,400,2154,490,4347,400,5056,380,748,690,38419,420,839,370,686,50,31,0,0,0,0,0,0,0,0,0,0,680,4931,680,5230,180,613,520,2043
"1684",95391,"STANDARD","Tracy","Mountain House, Mtn House","","CA","San Joaquin County","America/Los_Angeles","209",37.76,-121.63,NA,"US",0,7031,"",6,"CA",3,680,200,300,150,380,1760,790,42397,630,37191,290,90,70,71,60,37,120,1810,0,30,2,30,314,110,2085,90,642,50,682,0,0,400,25290,400,8995,340,986,50,96,350,1765,400,2992,340,3826,300,597,670,24105,370,643,310,495,50,29,0,0,0,0,0,0,80,96,0,0,610,2753,620,3076,160,425,520,1774
"1685",95391,"STANDARD","Tracy","Mountain House, Mtn House","","CA","San Joaquin County","America/Los_Angeles","209",37.76,-121.63,NA,"US",0,7031,"",6,"CA",6,240,0,220,0,150,900,430,67853,240,53704,180,116,90,313,80,148,50,2603,0,110,2011,20,1353,50,1589,20,137,0,0,0,0,240,65955,240,12389,230,4395,0,0,210,1472,240,6032,200,3764,200,993,240,51995,50,268,0,0,30,19,0,0,0,0,0,0,0,0,180,895,240,12550,240,12833,130,1938,110,723
"1686",95391,"STANDARD","Tracy","Mountain House, Mtn House","","CA","San Joaquin County","America/Los_Angeles","209",37.76,-121.63,NA,"US",0,7031,"",6,"CA",5,1430,130,1230,80,800,4950,2290,194336,1410,180888,930,402,350,289,330,199,200,2489,0,370,620,90,1375,200,4871,190,1396,60,1044,0,0,1220,168171,1220,38588,1200,9485,0,0,1070,6426,1220,16510,1040,15899,1020,2578,1430,134607,800,1364,590,869,220,127,40,31,0,0,0,0,0,0,80,180,1420,22118,1420,22707,420,1843,1010,4668
"1687",95401,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.44,-122.78,NA,"US",0,26704,"",6,"CA",5,1360,190,1100,60,880,3550,1090,176875,1200,126808,970,2040,520,2447,480,1626,290,8630,60,420,3327,200,4841,370,16818,160,1037,280,5713,30,1021,1150,151788,1150,32067,1070,8146,60,185,1060,3850,1150,12665,970,13366,1000,2855,1360,128910,570,784,270,379,130,70,50,106,0,0,0,0,0,0,60,155,1350,21507,1350,22854,480,2234,790,2964
"1688",95401,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.44,-122.78,NA,"US",0,26704,"",6,"CA",4,1270,310,870,80,810,3170,1030,108992,1100,81949,800,794,370,1139,340,745,240,4015,0,270,788,190,2917,320,9902,170,987,270,4651,0,0,850,73621,850,18476,700,2941,100,218,780,2304,850,5873,720,8530,690,1399,1270,73861,560,868,380,610,90,46,40,41,0,0,0,0,0,0,0,0,1260,10135,1260,10819,350,1090,860,2653
"1689",95401,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.44,-122.78,NA,"US",0,26704,"",6,"CA",1,6580,4670,800,1030,3410,10300,3540,86797,5140,66378,1010,874,570,1187,510,633,960,7678,30,470,-220,320,1988,650,5928,680,4320,200,378,0,0,520,7116,520,8042,130,165,300,209,380,926,500,1394,320,3030,300,343,3130,18997,890,278,310,103,20,9,0,0,1880,3640,1550,3242,1350,1688,0,0,2540,1725,3260,2869,830,641,5260,8624
"1690",95401,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.44,-122.78,NA,"US",0,26704,"",6,"CA",6,270,40,230,0,220,710,210,129173,210,56773,250,6765,170,3062,160,2318,80,6196,0,160,15997,50,3197,70,3493,0,0,60,1140,30,922,260,125786,260,21136,250,11284,0,0,250,1741,260,13274,210,4298,230,1563,270,105230,100,639,0,0,0,0,0,0,0,0,0,0,0,0,180,1743,270,28002,270,28917,140,3248,90,825
"1691",95401,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.44,-122.78,NA,"US",0,26704,"",6,"CA",3,2350,900,1170,250,1370,5480,1970,144206,2050,112328,1120,1155,460,1371,420,818,430,6828,30,380,357,250,2721,450,11595,340,2280,400,5304,50,380,1110,68850,1110,21120,850,2472,190,263,990,2645,1100,5757,930,10042,840,1361,2340,90457,990,1378,660,1055,110,55,50,39,0,0,0,0,140,170,0,0,2200,11476,2240,12530,590,1365,1690,4317
"1692",95401,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.44,-122.78,NA,"US",0,26704,"",6,"CA",2,4400,2220,1220,890,2480,9510,3890,159158,3830,127944,1150,1045,550,1489,500,884,590,8465,0,390,179,290,2615,580,10242,570,3959,550,3442,0,0,910,34702,910,15399,510,757,330,514,790,1893,910,3396,720,6999,620,903,4160,80257,1750,1425,1110,1008,180,87,50,16,720,1290,570,1049,900,1353,0,0,3340,8521,3560,9824,750,1181,3550,7902
"1693",95403,"STANDARD","Santa Rosa","Larkfield","","CA","Sonoma County","America/Los_Angeles","707,408",38.5,-122.76,NA,"US",0,33257,"",6,"CA",4,1880,500,1230,130,1140,4610,1500,162694,1590,118720,1120,1257,600,3226,540,2135,360,7152,0,500,1127,290,5738,480,14465,240,1839,420,7689,0,0,1260,110243,1260,28311,1060,4505,130,260,1090,3792,1260,9093,1020,12280,1030,2149,1880,110181,840,1286,550,933,140,74,50,56,0,0,0,0,20,24,0,0,1850,15234,1860,16439,570,1718,1240,3942
"1694",95403,"STANDARD","Santa Rosa","Larkfield","","CA","Sonoma County","America/Los_Angeles","707,408",38.5,-122.76,NA,"US",0,33257,"",6,"CA",3,2980,1180,1370,390,1750,6760,2410,183208,2500,137050,1430,1681,680,2786,620,1709,510,8489,0,560,928,370,4774,630,16174,370,2182,600,8328,40,580,1410,87746,1410,27759,1070,2984,270,401,1240,3862,1410,7679,1160,12665,1090,2064,2960,115115,1250,1716,870,1366,170,85,40,27,0,0,0,0,140,182,0,0,2810,14582,2860,15952,850,2017,2030,5126
"1695",95403,"STANDARD","Santa Rosa","Larkfield","","CA","Sonoma County","America/Los_Angeles","707,408",38.5,-122.76,NA,"US",0,33257,"",6,"CA",2,5040,2650,1370,930,2770,10440,4040,182672,4280,144519,1390,1319,700,2237,630,1336,660,9438,0,590,-38,410,4201,740,12942,620,4284,730,4835,0,0,1090,41312,1090,19615,590,999,420,527,920,2651,1090,4450,840,8343,800,1336,4760,93198,1950,1608,1240,1127,190,103,50,21,830,1441,640,1145,950,1443,0,0,3870,9955,4100,11421,820,1330,4070,9150
"1696",95403,"STANDARD","Santa Rosa","Larkfield","","CA","Sonoma County","America/Los_Angeles","707,408",38.5,-122.76,NA,"US",0,33257,"",6,"CA",6,660,90,550,0,500,1760,540,365477,520,136425,580,5259,430,15449,420,11400,150,20032,0,420,39591,150,9387,180,11448,30,218,170,3872,60,2001,650,359144,650,61763,610,29690,30,138,580,5061,650,35615,500,10627,580,6020,660,297031,270,976,0,0,40,19,30,83,0,0,0,0,0,0,450,4831,660,74910,660,76547,350,6964,230,4890
"1697",95403,"STANDARD","Santa Rosa","Larkfield","","CA","Sonoma County","America/Los_Angeles","707,408",38.5,-122.76,NA,"US",0,33257,"",6,"CA",5,2560,400,2030,130,1580,6690,2110,342822,2210,250015,1900,3108,1050,6266,970,4221,490,12840,20,900,5665,430,11711,670,31468,240,1655,530,10236,50,954,2210,300941,2210,64989,2060,15864,100,259,1970,8340,2210,25424,1830,26388,1950,5761,2550,248472,1120,1361,500,667,270,155,60,45,0,0,0,0,0,0,120,255,2540,42261,2540,44235,930,4057,1470,5846
"1698",95403,"STANDARD","Santa Rosa","Larkfield","","CA","Sonoma County","America/Los_Angeles","707,408",38.5,-122.76,NA,"US",0,33257,"",6,"CA",1,6880,5050,820,940,3520,9990,3220,88313,5290,65074,1260,1197,780,1858,680,987,980,8202,30,640,-201,380,2268,760,6836,680,4306,280,447,30,167,560,7882,560,9273,110,176,370,249,410,1129,540,1662,330,2934,320,475,3260,20013,860,285,260,90,30,11,0,0,1790,3628,1530,3219,1220,1562,0,0,2700,1831,3400,3032,880,709,5410,8598
"1699",95404,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.45,-122.68,NA,"US",0,29799,"",6,"CA",5,2660,480,2050,120,1760,6730,2020,365936,2180,235741,2010,5141,1350,11754,1250,8408,720,27257,40,1190,8046,570,16053,760,35856,200,1308,690,14502,120,2414,2350,327116,2350,74542,2160,17034,160,418,2170,11153,2350,29503,1900,29473,2100,6576,2660,262381,1270,1460,450,557,230,121,110,192,0,0,0,0,0,0,140,316,2640,44491,2640,48237,1030,5787,1380,6352
"1700",95404,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.45,-122.68,NA,"US",0,29799,"",6,"CA",4,1640,540,970,110,1040,3530,920,142185,1270,91575,1070,1868,620,3604,590,2407,380,9264,0,570,1396,330,6718,480,16920,150,1154,450,8363,40,550,1170,101704,1170,28479,980,4378,160,306,1030,4170,1170,9235,900,11693,980,2197,1630,95446,690,911,380,569,100,57,50,40,0,0,0,0,0,0,0,0,1610,13545,1610,14956,500,1765,1030,3400
"1701",95404,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.45,-122.68,NA,"US",0,29799,"",6,"CA",3,2450,1150,1020,240,1430,4970,1510,151088,1950,104906,1220,1850,710,3961,660,2518,480,9703,0,600,1210,330,5645,580,15027,270,1911,540,7448,30,266,1230,76868,1230,26331,900,2539,290,383,1080,3796,1220,7057,950,10744,970,1785,2420,95489,960,1161,550,829,100,54,50,39,0,0,0,0,110,131,0,0,2290,12474,2340,13983,730,1694,1600,4118
"1702",95404,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.45,-122.68,NA,"US",0,29799,"",6,"CA",6,1340,160,1140,30,1040,3650,1170,680136,1100,298583,1220,11269,940,27021,910,21219,420,52395,40,920,128416,280,20232,290,18698,50,250,300,6902,150,5143,1330,676693,1330,118294,1290,57650,30,114,1260,12391,1330,71571,1070,24732,1250,14300,1340,546878,600,1282,0,0,90,51,60,209,0,0,0,0,0,0,1050,11940,1340,142948,1340,147793,610,17417,460,7850
"1703",95404,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.45,-122.68,NA,"US",0,29799,"",6,"CA",2,4060,2350,1020,630,2130,7780,2720,147413,3340,112131,1190,1519,700,2710,620,1666,690,11890,50,600,791,340,3685,590,10477,440,2999,610,4228,50,445,920,35211,920,18410,470,1143,400,420,760,2546,920,4326,640,6809,660,1059,3810,77402,1410,1110,770,701,130,65,30,16,550,887,410,682,590,936,0,0,3240,8478,3440,10228,830,1478,3070,6614
"1704",95404,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.45,-122.68,NA,"US",0,29799,"",6,"CA",1,6100,4630,650,730,3070,8350,2430,76605,4440,53692,1230,1274,920,2707,830,1656,1110,9245,0,820,-20,360,2421,640,5725,580,3730,240,493,0,0,660,9163,660,12209,160,297,420,277,480,1729,640,2477,380,4391,400,534,2950,18152,800,255,200,69,20,8,0,0,1550,2822,1260,2439,940,1154,0,0,2410,1643,3150,2984,900,804,4520,6824
"1705",95405,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.43,-122.67,NA,"US",0,18155,"",6,"CA",3,1620,750,650,200,930,3140,870,99801,1260,67085,860,1174,500,2117,460,1303,320,5519,20,420,949,300,4001,450,11826,170,1327,420,6021,20,214,770,48186,770,15576,550,1587,200,277,680,2059,770,4144,590,6065,640,1172,1610,64822,600,745,360,555,90,46,20,4,0,0,0,0,50,56,0,0,1560,8539,1580,9447,480,1099,1060,2544
"1706",95405,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.43,-122.67,NA,"US",0,18155,"",6,"CA",6,560,50,480,0,400,1550,510,211076,470,114810,490,2739,370,9099,350,7787,160,16615,0,370,27411,100,4763,120,6689,30,162,110,2322,60,1781,550,208961,550,35887,540,15464,0,0,530,3238,550,18933,440,8079,530,4365,560,169244,230,292,0,0,40,23,20,10,0,0,0,0,0,0,400,3434,560,42465,560,43974,270,6380,200,1601
"1707",95405,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.43,-122.67,NA,"US",0,18155,"",6,"CA",4,1150,340,700,110,690,2580,740,99374,940,68480,700,1268,430,1848,390,1204,270,5797,0,360,578,200,3779,320,11078,110,874,280,5016,20,188,800,69095,800,17282,680,2900,90,184,680,2297,790,5617,610,7216,660,1475,1150,68451,510,714,290,458,100,54,30,23,0,0,0,0,0,0,0,0,1130,9729,1140,10561,340,1039,740,2264
"1708",95405,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.43,-122.67,NA,"US",0,18155,"",6,"CA",5,1740,270,1360,100,1090,4400,1300,235882,1480,165504,1290,2423,820,4418,760,3175,430,14698,0,670,3767,330,8410,470,22031,150,906,390,7860,70,1072,1490,205325,1490,44681,1380,10857,100,273,1360,5703,1490,17368,1230,17224,1340,4230,1740,171982,760,841,310,389,160,86,60,38,0,0,0,0,0,0,80,236,1730,29583,1730,31709,700,3588,940,3826
"1709",95405,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.43,-122.67,NA,"US",0,18155,"",6,"CA",2,2550,1480,630,390,1330,4400,1230,94803,1980,66646,880,1028,550,2073,500,1222,410,6517,0,470,172,330,3267,540,10156,280,1982,550,3860,30,245,660,25371,660,11826,310,522,320,394,560,1595,650,2638,490,4731,500,896,2450,52233,860,678,460,446,110,52,20,9,320,525,230,399,290,381,0,0,2160,5783,2240,6769,570,993,1880,3747
"1710",95405,"STANDARD","Santa Rosa","","","CA","Sonoma County","America/Los_Angeles","707",38.43,-122.67,NA,"US",0,18155,"",6,"CA",1,3500,2780,330,340,1570,4190,880,42035,2420,27550,860,757,580,1481,520,813,600,4707,0,490,-133,290,1735,480,4307,320,2348,190,367,0,0,420,5548,420,7601,80,170,290,179,320,842,400,1240,240,2347,260,337,1690,10356,440,134,100,34,0,0,0,0,840,1324,670,1106,370,414,0,0,1420,936,1810,1698,510,460,2540,3308
"1711",95407,"STANDARD","Santa Rosa","","Roseland","CA","Sonoma County","America/Los_Angeles","707",38.39,-122.75,NA,"US",0,26764,"",6,"CA",2,5090,1990,1710,1310,3360,13760,6970,181409,4700,157490,1050,456,340,662,300,309,600,8261,0,260,283,190,1783,440,6371,690,4221,360,2158,0,0,900,34567,900,14547,510,727,290,297,790,2017,890,3318,770,7745,590,719,4680,79918,2330,1942,1710,1482,170,88,30,6,1160,2074,930,1715,1530,2498,0,0,3390,7811,3680,9056,650,989,4390,11268
"1712",95407,"STANDARD","Santa Rosa","","Roseland","CA","Sonoma County","America/Los_Angeles","707",38.39,-122.75,NA,"US",0,26764,"",6,"CA",6,80,0,60,0,60,230,90,27715,70,10045,60,55,40,78,40,22,20,2509,0,40,1087,0,0,20,1808,0,0,0,0,0,0,80,26216,80,5501,70,1725,0,0,70,253,80,2030,60,1152,60,282,80,21350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,245,80,5469,80,5628,50,1020,30,350
"1713",95407,"STANDARD","Santa Rosa","","Roseland","CA","Sonoma County","America/Los_Angeles","707",38.39,-122.75,NA,"US",0,26764,"",6,"CA",3,2240,680,1220,310,1490,6450,2990,136690,2070,114870,960,416,290,429,250,275,360,5252,0,210,85,140,1839,340,7249,370,1969,230,3260,0,0,1070,66471,1070,20173,820,2192,140,205,990,2725,1070,5640,970,10504,760,1153,2230,80475,1140,1881,950,1547,150,81,30,13,0,0,0,0,240,274,0,0,2000,9280,2060,10198,440,1056,1760,5047
"1714",95407,"STANDARD","Santa Rosa","","Roseland","CA","Sonoma County","America/Los_Angeles","707",38.39,-122.75,NA,"US",0,26764,"",6,"CA",1,7210,4550,1030,1560,4480,13570,5890,98093,5940,78006,750,414,290,508,240,272,1110,9987,30,220,-34,170,1080,440,3774,800,5116,130,230,20,204,450,6861,450,6932,130,191,250,160,340,859,440,1281,330,3411,240,329,3060,17561,880,283,430,127,30,12,0,0,2170,5185,1930,4652,2140,2766,0,0,2430,1578,3280,2942,850,699,6000,11445
"1715",95407,"STANDARD","Santa Rosa","","Roseland","CA","Sonoma County","America/Los_Angeles","707",38.39,-122.75,NA,"US",0,26764,"",6,"CA",5,870,140,690,50,540,2470,910,109124,810,89215,580,465,240,815,220,521,190,4897,0,190,1468,90,2035,160,4589,110,700,100,2079,0,0,740,94253,740,19964,680,4712,30,81,680,2176,740,7373,660,8881,610,1431,870,78274,420,588,250,373,100,55,0,0,0,0,0,0,0,0,40,75,860,12768,860,13583,300,1587,540,2160
"1716",95407,"STANDARD","Santa Rosa","","Roseland","CA","Sonoma County","America/Los_Angeles","707",38.39,-122.75,NA,"US",0,26764,"",6,"CA",4,1090,220,780,80,720,3180,1310,93618,1020,78840,630,353,210,476,180,283,200,3904,20,160,302,80,1711,170,4245,160,859,130,2223,20,268,730,63319,730,15851,610,2515,70,143,670,1965,730,5032,660,7955,580,844,1090,61758,540,936,440,756,110,61,30,13,0,0,0,0,0,0,0,0,1080,8207,1080,8861,260,757,810,2528
"1717",95409,"STANDARD","Santa Rosa","Kenwood","","CA","Sonoma County","America/Los_Angeles","707",38.45,-122.59,NA,"US",0,21790,"",6,"CA",6,760,100,640,0,550,2070,670,284167,580,145991,660,4057,520,17892,500,14972,210,19556,0,510,35299,200,13580,220,12683,30,219,220,5223,80,2392,750,280072,750,47802,720,20166,20,75,680,4699,750,26231,560,11073,690,7312,760,228174,310,558,0,0,50,24,20,40,0,0,0,0,0,0,550,4593,760,56823,760,58650,380,8564,260,2440
"1718",95409,"STANDARD","Santa Rosa","Kenwood","","CA","Sonoma County","America/Los_Angeles","707",38.45,-122.59,NA,"US",0,21790,"",6,"CA",4,1390,430,870,80,860,2940,670,120910,890,61154,980,2305,690,5940,640,3961,270,4948,0,620,1634,420,8043,610,22232,100,760,640,11526,20,251,940,81840,940,21983,700,2902,220,420,820,3172,940,6771,660,7692,830,2302,1380,82703,590,661,280,427,80,39,40,43,0,0,0,0,0,0,0,0,1360,11473,1370,12276,510,1481,750,2234
"1719",95409,"STANDARD","Santa Rosa","Kenwood","","CA","Sonoma County","America/Los_Angeles","707",38.45,-122.59,NA,"US",0,21790,"",6,"CA",2,2830,1610,820,350,1490,4940,1290,104339,1800,58505,1250,2256,830,4207,740,2446,410,6838,0,740,422,570,5974,860,16856,270,1997,1010,7301,40,469,900,34090,900,17429,330,600,530,546,740,2394,900,3768,550,5430,750,1398,2660,53845,940,663,440,410,120,63,70,35,330,558,240,399,290,428,0,0,2330,5753,2450,6806,720,1105,1910,3813
"1720",95409,"STANDARD","Santa Rosa","Kenwood","","CA","Sonoma County","America/Los_Angeles","707",38.45,-122.59,NA,"US",0,21790,"",6,"CA",1,3980,3080,510,350,1910,4890,960,48695,2390,26994,1300,1745,950,2962,850,1702,660,5557,20,830,-673,540,3454,840,7654,350,2472,360,702,0,0,660,9633,660,12281,130,218,460,342,500,1572,650,2235,330,3125,460,625,1840,11197,430,122,80,27,0,0,0,0,790,1376,640,1154,380,432,0,0,1540,1017,1970,1840,640,506,2620,3547
"1721",95409,"STANDARD","Santa Rosa","Kenwood","","CA","Sonoma County","America/Los_Angeles","707",38.45,-122.59,NA,"US",0,21790,"",6,"CA",3,2040,980,860,180,1190,3800,900,126551,1250,64343,1230,2318,800,5612,720,3455,350,7001,0,720,1194,550,7123,850,24954,150,1218,880,12321,30,317,1090,67706,1090,22587,690,1926,370,475,910,3119,1080,5756,720,7547,900,1853,2010,80884,760,813,360,549,90,47,0,0,0,0,0,0,50,52,0,0,1950,10522,1970,11544,710,1528,1160,2793
"1722",95409,"STANDARD","Santa Rosa","Kenwood","","CA","Sonoma County","America/Los_Angeles","707",38.45,-122.59,NA,"US",0,21790,"",6,"CA",5,2300,400,1800,110,1470,5730,1630,316921,1680,185067,1810,5208,1280,13119,1200,9749,520,13525,30,1130,9481,660,19143,890,44984,160,1210,860,17160,70,1228,1930,270759,1930,59096,1760,13749,140,389,1760,8179,1930,23070,1470,21221,1760,6156,2300,231785,1070,1063,360,430,180,90,70,72,0,0,0,0,0,0,120,284,2290,39262,2290,41256,950,4574,1150,5128
"1723",95421,"STANDARD","Cazadero","","","CA","Sonoma County","America/Los_Angeles","707",38.56,-123.2,NA,"US",0,1034,"",6,"CA",3,90,30,60,0,60,210,60,5778,70,3804,40,64,40,126,30,98,40,657,0,30,-6,0,0,30,1027,0,0,40,518,0,0,40,2367,40,809,30,86,0,0,40,105,40,214,30,305,30,56,90,3589,50,62,20,33,0,0,0,0,0,0,0,0,0,0,0,0,90,450,90,522,50,127,60,164
"1724",95421,"STANDARD","Cazadero","","","CA","Sonoma County","America/Los_Angeles","707",38.56,-123.2,NA,"US",0,1034,"",6,"CA",5,70,0,50,0,50,150,30,11530,50,5541,50,133,30,497,30,422,20,654,0,30,1807,0,0,30,1048,0,0,20,457,0,0,50,9596,50,2099,50,557,0,0,50,251,50,834,40,422,40,117,70,8864,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1675,70,1787,30,391,30,107
"1725",95421,"STANDARD","Cazadero","","","CA","Sonoma County","America/Los_Angeles","707",38.56,-123.2,NA,"US",0,1034,"",6,"CA",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1726",95421,"STANDARD","Cazadero","","","CA","Sonoma County","America/Los_Angeles","707",38.56,-123.2,NA,"US",0,1034,"",6,"CA",2,150,90,40,20,80,240,50,5486,110,3242,60,63,30,113,30,67,40,692,0,30,52,40,521,30,497,40,326,50,203,0,0,40,1638,40,712,0,0,40,42,40,107,40,164,30,364,30,39,140,3003,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,345,140,455,40,84,100,173
"1727",95421,"STANDARD","Cazadero","","","CA","Sonoma County","America/Los_Angeles","707",38.56,-123.2,NA,"US",0,1034,"",6,"CA",1,240,180,40,20,120,320,60,3030,140,1716,70,32,40,112,30,42,70,571,0,40,-26,0,0,40,370,30,158,0,0,0,0,40,509,40,582,20,30,30,16,30,71,40,97,20,195,20,28,110,693,30,8,20,13,0,0,0,0,80,119,60,83,40,45,0,0,90,62,140,142,50,39,150,204
"1728",95421,"STANDARD","Cazadero","","","CA","Sonoma County","America/Los_Angeles","707",38.56,-123.2,NA,"US",0,1034,"",6,"CA",4,50,30,30,0,30,110,30,4110,40,2988,20,2,0,0,0,0,0,0,0,0,0,30,551,0,0,0,0,0,0,0,0,30,2505,30,691,30,105,0,0,30,105,30,225,20,279,30,40,50,2789,0,0,20,27,0,0,0,0,0,0,0,0,0,0,0,0,50,390,50,437,0,0,20,91
"1729",95425,"STANDARD","Cloverdale","","Asti, The Geysers","CA","Sonoma County","America/Los_Angeles","707",38.78,-122.92,NA,"US",0,8841,"",6,"CA",5,580,80,480,20,380,1490,430,76914,490,54226,400,613,190,1015,180,654,110,3186,30,180,918,110,2436,190,8794,60,300,150,2819,0,0,500,67254,500,14674,470,3493,20,72,470,1948,500,5746,430,5980,420,1043,580,55660,230,322,110,140,40,27,20,67,0,0,0,0,0,0,30,68,580,9393,580,9904,210,1096,340,1444
"1730",95425,"STANDARD","Cloverdale","","Asti, The Geysers","CA","Sonoma County","America/Los_Angeles","707",38.78,-122.92,NA,"US",0,8841,"",6,"CA",4,510,100,390,20,320,1340,440,44368,420,30512,310,419,140,543,130,348,90,1499,0,110,156,110,1861,160,5375,70,448,150,2574,0,0,340,29518,340,8122,280,1093,50,98,310,1030,340,2370,280,3418,280,554,510,29216,230,361,160,266,40,19,0,0,0,0,0,0,0,0,0,0,500,3870,500,4151,140,439,350,1017
"1731",95425,"STANDARD","Cloverdale","","Asti, The Geysers","CA","Sonoma County","America/Los_Angeles","707",38.78,-122.92,NA,"US",0,8841,"",6,"CA",3,740,250,410,80,490,1840,700,45562,600,32381,380,438,170,637,160,411,120,1886,0,150,276,110,1458,200,4883,120,800,190,2666,0,0,370,22941,370,7138,260,729,100,147,340,1053,370,2049,310,3198,290,406,740,27652,350,469,240,369,0,0,40,31,0,0,0,0,60,51,0,0,680,3336,690,3666,200,419,510,1303
"1732",95425,"STANDARD","Cloverdale","","Asti, The Geysers","CA","Sonoma County","America/Los_Angeles","707",38.78,-122.92,NA,"US",0,8841,"",6,"CA",2,1250,510,480,250,790,3100,1370,45165,1030,33687,390,427,180,801,160,526,170,2390,30,160,-45,130,1411,210,3594,150,1030,250,1603,20,278,320,12070,320,6045,140,231,150,149,280,885,310,1361,250,2556,230,360,1130,19899,470,375,330,285,50,23,0,0,210,344,160,274,290,474,0,0,880,1987,940,2379,220,391,980,2301
"1733",95425,"STANDARD","Cloverdale","","Asti, The Geysers","CA","Sonoma County","America/Los_Angeles","707",38.78,-122.92,NA,"US",0,8841,"",6,"CA",6,110,0,100,0,80,280,70,46504,100,22379,90,380,60,2096,60,1255,30,491,0,60,6966,20,1061,40,1790,0,0,30,602,0,0,110,46297,110,6993,110,3550,0,0,100,645,110,4243,90,1621,100,427,110,38443,40,54,0,0,0,0,0,0,0,0,0,0,0,0,70,613,110,8843,110,8944,50,1135,40,382
"1734",95425,"STANDARD","Cloverdale","","Asti, The Geysers","CA","Sonoma County","America/Los_Angeles","707",38.78,-122.92,NA,"US",0,8841,"",6,"CA",1,1720,1110,300,300,1020,2780,960,22360,1260,15964,390,322,230,625,190,318,270,2203,0,210,-149,140,936,230,1932,210,1308,90,137,0,0,210,3004,210,3599,30,82,150,127,180,545,200,796,130,1272,140,160,730,4105,160,51,70,22,0,0,0,0,440,904,370,776,320,411,0,0,590,373,770,703,180,175,1320,2156
"1735",95436,"STANDARD","Forestville","","","CA","Sonoma County","America/Los_Angeles","707,415",38.48,-122.9,NA,"US",0,4585,"",6,"CA",1,1000,780,120,90,440,1240,230,12249,640,7298,260,270,180,411,150,248,280,2502,0,170,-78,70,455,110,1096,100,654,40,103,0,0,170,2404,170,2975,30,29,120,65,140,414,170,557,120,1028,110,101,460,3036,90,31,0,0,0,0,0,0,280,395,190,288,90,98,0,0,410,289,590,646,200,191,650,851
"1736",95436,"STANDARD","Forestville","","","CA","Sonoma County","America/Los_Angeles","707,415",38.48,-122.9,NA,"US",0,4585,"",6,"CA",3,430,180,210,30,260,870,230,26111,340,17367,230,331,120,500,110,369,120,2337,0,90,201,60,737,100,2932,70,527,100,1181,0,0,210,13350,210,4370,150,419,60,75,200,686,210,1237,180,1787,170,288,420,16450,150,172,80,128,40,18,0,0,0,0,0,0,0,0,0,0,400,2127,410,2474,130,367,280,665
